 	Area	Mean	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
452	26	255	255	255	149.500	265	149.500	265	17.314	147	262	5	6	6.259	5.289	90.000	1	1.184	0.845	0.929
453	3	255	255	255	365.167	262.833	365.167	262.833	5.657	364	262	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
454	1	255	255	255	221.500	264.500	221.500	264.500	2.828	221	264	1	1	1.128	1.128	0	1	1	1.000	1
455	96	255	255	255	275.552	270.052	275.552	270.052	42.042	269	264	13	12	15.024	8.136	155.699	0.683	1.847	0.542	0.817
456	4	255	255	255	137	266	137	266	5.657	136	265	2	2	2.257	2.257	0	1	1	1.000	1
457	11	255	255	255	335.045	267.318	335.045	267.318	11.899	333	265	4	4	4.507	3.107	41.028	0.976	1.450	0.689	0.846
458	6	255	255	255	8	267.500	8	267.500	7.657	7	266	2	3	3.385	2.257	90.000	1	1.500	0.667	1
459	1	255	255	255	15.500	266.500	15.500	266.500	2.828	15	266	1	1	1.128	1.128	0	1	1	1.000	1
460	23	255	255	255	60.935	268.587	60.935	268.587	18.728	58	266	6	6	7.503	3.903	41.606	0.824	1.923	0.520	0.821
461	1	255	255	255	105.500	266.500	105.500	266.500	2.828	105	266	1	1	1.128	1.128	0	1	1	1.000	1
462	7	255	255	255	218.500	267.500	218.500	267.500	8.485	217	266	3	3	3.772	2.363	135.000	1	1.596	0.626	0.875
463	2	255	255	255	240.500	267	240.500	267	4.828	240	266	1	2	2.257	1.128	90	1	2	0.500	1
464	1	255	255	255	290.500	267.500	290.500	267.500	2.828	290	267	1	1	1.128	1.128	0	1	1	1.000	1
465	6	255	255	255	401	268.500	401	268.500	7.657	400	267	2	3	3.385	2.257	90.000	1	1.500	0.667	1
466	6	255	255	255	250	269.500	250	269.500	10.485	248	268	4	3	4.594	1.663	160.670	0.686	2.763	0.362	0.667
467	20	255	255	255	305.750	270.750	305.750	270.750	15.314	303	268	5	5	5.142	4.953	45.003	1	1.038	0.963	0.909
468	17	255	255	255	324.500	269.618	324.500	269.618	15.314	322	268	6	4	5.771	3.750	18.757	0.911	1.539	0.650	0.895
469	21	255	255	255	392.929	270.786	392.929	270.786	16.728	390	268	5	6	5.909	4.525	69.522	0.943	1.306	0.766	0.857
470	7	255	255	255	233.500	270.786	233.500	270.786	9.071	232	269	3	3	3.086	2.888	0	1	1.069	0.936	0.875
471	12	255	255	255	35.333	272.500	35.333	272.500	13.314	33	270	4	5	4.257	3.589	90.000	0.851	1.186	0.843	0.800
472	3	255	255	255	39.500	271.500	39.500	271.500	6.828	39	270	1	3	3.385	1.128	90	0.809	3	0.333	1
473	4	255	255	255	196	271	196	271	5.657	195	270	2	2	2.257	2.257	0	1	1	1.000	1
474	26	255	255	255	260.385	273.038	260.385	273.038	18.142	257	270	6	6	5.817	5.691	165.345	0.993	1.022	0.978	0.852
475	6	255	255	255	61	274	61	274	9.657	60	272	2	4	3.988	1.916	71.565	0.809	2.082	0.480	0.857
476	2	255	255	255	311	274.500	311	274.500	4.243	310	274	2	1	2.257	1.128	0	1	2	0.500	1
477	1	255	255	255	98.500	275.500	98.500	275.500	2.828	98	275	1	1	1.128	1.128	0	1	1	1.000	1
478	75	255	255	255	138.207	279.740	138.207	279.740	31.799	133	275	10	10	10.694	8.930	138.740	0.932	1.198	0.835	0.898
479	8	255	255	255	166.375	276.625	166.375	276.625	9.071	165	275	3	3	3.538	2.879	135.000	1	1.229	0.814	0.941
480	16	255	255	255	72.125	278.188	72.125	278.188	14.728	69	276	6	4	6.174	3.299	154.728	0.927	1.871	0.534	0.842
481	1	255	255	255	174.500	276.500	174.500	276.500	2.828	174	276	1	1	1.128	1.128	0	1	1	1.000	1
482	6	255	255	255	311.667	277.667	311.667	277.667	8.485	310	276	3	3	3.140	2.433	135.000	1	1.291	0.775	0.800
483	17	255	255	255	40.382	278.912	40.382	278.912	13.899	38	277	5	4	5.229	4.140	164.828	1	1.263	0.792	0.919
484	40	255	255	255	51.175	280.350	51.175	280.350	22.971	47	277	8	7	8.612	5.914	150.970	0.953	1.456	0.687	0.870
485	51	255	255	255	288.716	284.127	288.716	284.127	40.042	285	277	7	15	13.274	4.892	101.876	0.400	2.714	0.369	0.671
486	5	255	255	255	323.700	277.900	323.700	277.900	7.657	322	277	3	2	3.144	2.025	161.565	1	1.553	0.644	0.909
487	25	255	255	255	213.620	280.780	213.620	280.780	19.556	210	278	7	6	8.124	3.918	146.350	0.821	2.073	0.482	0.820
488	24	255	255	255	392.750	280.667	392.750	280.667	17.899	390	278	6	5	6.064	5.039	25.712	0.941	1.203	0.831	0.889
489	25	255	255	255	371.660	281.900	371.660	281.900	22.971	367	279	9	5	8.703	3.657	9.091	0.595	2.380	0.420	0.694
490	32	255	255	255	34.688	283.125	34.688	283.125	22.971	31	280	8	7	8.627	4.723	146.162	0.762	1.827	0.547	0.771
491	53	255	255	255	124.028	284.519	124.028	284.519	26.971	120	280	8	9	9.147	7.378	121.641	0.916	1.240	0.807	0.876
492	44	255	255	255	155.364	283.727	155.364	283.727	23.556	152	280	7	8	7.890	7.100	111.399	0.996	1.111	0.900	0.898
493	12	255	255	255	273.167	281.583	273.167	281.583	12.485	271	280	4	4	4.314	3.542	145.278	0.967	1.218	0.821	0.889
494	1	255	255	255	328.500	280.500	328.500	280.500	2.828	328	280	1	1	1.128	1.128	0	1	1	1.000	1
495	17	255	255	255	353.853	284.912	353.853	284.912	15.314	352	282	4	6	5.313	4.074	79.004	0.911	1.304	0.767	0.850
496	11	255	255	255	386.136	284.045	386.136	284.045	11.314	384	282	4	4	3.994	3.507	71.565	1	1.139	0.878	0.815
497	1	255	255	255	74.500	283.500	74.500	283.500	2.828	74	283	1	1	1.128	1.128	0	1	1	1.000	1
498	11	255	255	255	112.409	285.136	112.409	285.136	11.071	111	283	3	4	4.384	3.195	105.071	1	1.372	0.729	0.957
499	8	255	255	255	237.250	285.250	237.250	285.250	11.899	235	283	4	4	4.351	2.341	45.000	0.710	1.859	0.538	0.696
500	55	255	255	255	326.427	287.209	326.427	287.209	29.799	322	283	9	10	9.225	7.591	45.449	0.778	1.215	0.823	0.846
501	3	255	255	255	64.833	284.833	64.833	284.833	5.657	64	284	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
502	21	255	255	255	163.881	287.214	163.881	287.214	16.142	161	285	6	5	5.413	4.940	6.047	1	1.096	0.913	0.857
503	108	255	255	255	12.889	292.463	12.889	292.463	39.698	7	286	13	13	12.251	11.224	33.804	0.861	1.092	0.916	0.867
504	63	255	255	255	48.198	289.738	48.198	289.738	38.870	41	286	13	9	12.477	6.429	5.584	0.524	1.941	0.515	0.696
505	17	255	255	255	256.382	287.912	256.382	287.912	13.899	254	286	5	4	5.229	4.140	164.828	1	1.263	0.792	0.919
506	2	255	255	255	319.500	287	319.500	287	4.828	319	286	1	2	2.257	1.128	90	1	2	0.500	1
507	4	255	255	255	176	288	176	288	5.657	175	287	2	2	2.257	2.257	0	1	1	1.000	1
508	77	255	255	255	242.045	292.578	242.045	292.578	34.284	236	287	12	11	12.672	7.737	137.194	0.823	1.638	0.611	0.819
509	4	255	255	255	343.750	288.500	343.750	288.500	7.657	343	287	2	3	2.734	1.863	90.000	0.857	1.468	0.681	0.800
510	4	255	255	255	79	289	79	289	5.657	78	288	2	2	2.257	2.257	0	1	1	1.000	1
511	7	255	255	255	190.929	290.500	190.929	290.500	11.899	189	288	4	4	4.559	1.955	128.562	0.621	2.332	0.429	0.700
512	8	255	255	255	367.375	290.625	367.375	290.625	9.071	366	289	3	3	3.538	2.879	135.000	1	1.229	0.814	0.941
513	19	255	255	255	400.342	293.342	400.342	293.342	14.728	398	291	5	5	5.301	4.564	45.001	1	1.161	0.861	0.884
514	2	255	255	255	169	292.500	169	292.500	4.243	168	292	2	1	2.257	1.128	0	1	2	0.500	1
515	27	255	255	255	69.611	295.315	69.611	295.315	20.971	66	293	8	5	7.250	4.742	179.438	0.772	1.529	0.654	0.818
516	66	255	255	255	185.879	299.545	185.879	299.545	41.113	180	294	10	13	12.510	6.717	106.752	0.491	1.862	0.537	0.688
517	12	255	255	255	252.500	297	252.500	297	11.657	251	295	3	4	4.514	3.385	90.000	1	1.333	0.750	1
518	4	255	255	255	293	296	293	296	5.657	292	295	2	2	2.257	2.257	0	1	1	1.000	1
519	3	255	255	255	52.167	297.167	52.167	297.167	5.657	51	296	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
520	2	255	255	255	151.500	297	151.500	297	4.828	151	296	1	2	2.257	1.128	90	1	2	0.500	1
521	73	255	255	255	302.884	302.432	302.884	302.432	36.627	298	296	10	12	10.893	8.533	59.077	0.684	1.277	0.783	0.785
522	19	255	255	255	323.026	298.500	323.026	298.500	15.899	320	296	5	5	5.133	4.713	90.000	0.944	1.089	0.918	0.905
523	2	255	255	255	358	296.500	358	296.500	4.243	357	296	2	1	2.257	1.128	0	1	2	0.500	1
524	2	255	255	255	73.500	298	73.500	298	4.828	73	297	1	2	2.257	1.128	90	1	2	0.500	1
525	30	255	255	255	377.733	300.500	377.733	300.500	22.971	374	297	7	7	7.150	5.343	111.432	0.714	1.338	0.747	0.779
526	20	255	255	255	147.450	300.600	147.450	300.600	14.728	145	298	5	5	5.251	4.849	153.435	1	1.083	0.923	0.889
527	3	255	255	255	386.833	299.167	386.833	299.167	5.657	386	298	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
528	4	255	255	255	132	300	132	300	5.657	131	299	2	2	2.257	2.257	0	1	1	1.000	1
529	1	255	255	255	200.500	299.500	200.500	299.500	2.828	200	299	1	1	1.128	1.128	0	1	1	1.000	1
530	6	255	255	255	280.500	301.333	280.500	301.333	10.485	279	299	3	4	4.339	1.761	125.249	0.686	2.464	0.406	0.667
531	2	255	255	255	15.500	301	15.500	301	4.828	15	300	1	2	2.257	1.128	90	1	2	0.500	1
532	2	255	255	255	29	300.500	29	300.500	4.243	28	300	2	1	2.257	1.128	0	1	2	0.500	1
533	6	255	255	255	108	301.500	108	301.500	7.657	107	300	2	3	3.385	2.257	90.000	1	1.500	0.667	1
534	23	255	255	255	134.891	303.761	134.891	303.761	17.556	132	301	6	6	6.827	4.290	40.316	0.938	1.591	0.628	0.821
535	8	255	255	255	226.375	302.375	226.375	302.375	9.071	225	301	3	3	3.538	2.879	45.000	1	1.229	0.814	0.941
536	102	255	255	255	237.157	308.314	237.157	308.314	43.456	232	301	11	15	12.799	10.147	90.338	0.679	1.261	0.793	0.803
537	8	255	255	255	254.375	302.375	254.375	302.375	9.071	253	301	3	3	3.538	2.879	45.000	1	1.229	0.814	0.941
538	3	255	255	255	31.167	303.167	31.167	303.167	5.657	30	302	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
539	1	255	255	255	114.500	302.500	114.500	302.500	2.828	114	302	1	1	1.128	1.128	0	1	1	1.000	1
540	6	255	255	255	386.500	303	386.500	303	7.657	385	302	3	2	3.385	2.257	0	1	1.500	0.667	1
541	3	255	255	255	68.833	305.167	68.833	305.167	5.657	68	304	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
542	58	255	255	255	153.621	307.086	153.621	307.086	33.213	148	304	11	7	11.785	6.266	170.311	0.661	1.881	0.532	0.829
543	14	255	255	255	271.143	306.286	271.143	306.286	13.314	269	304	4	5	4.746	3.756	114.358	0.993	1.264	0.791	0.848
544	1	255	255	255	280.500	304.500	280.500	304.500	2.828	280	304	1	1	1.128	1.128	0	1	1	1.000	1
545	28	255	255	255	375.536	306.964	375.536	306.964	20.142	372	304	7	6	7.819	4.560	147.429	0.867	1.715	0.583	0.836
546	6	255	255	255	98.500	306	98.500	306	7.657	97	305	3	2	3.385	2.257	0	1	1.500	0.667	1
547	16	255	255	255	169.500	307.438	169.500	307.438	14.142	167	305	5	5	4.767	4.274	63.146	1	1.115	0.897	0.800
548	1	255	255	255	392.500	305.500	392.500	305.500	2.828	392	305	1	1	1.128	1.128	0	1	1	1.000	1
549	20	255	255	255	334.750	308.650	334.750	308.650	15.899	332	306	5	5	6.101	4.174	50.330	0.994	1.461	0.684	0.909
550	1	255	255	255	79.500	307.500	79.500	307.500	2.828	79	307	1	1	1.128	1.128	0	1	1	1.000	1
551	50	255	255	255	182	312.240	182	312.240	36.527	178	307	9	11	9.102	6.994	86.517	0.471	1.301	0.768	0.694
552	28	255	255	255	404.107	311.357	404.107	311.357	22.142	401	307	5	9	7.484	4.763	92.021	0.718	1.571	0.636	0.836
553	4	255	255	255	18	309	18	309	5.657	17	308	2	2	2.257	2.257	0	1	1	1.000	1
554	12	255	255	255	192.917	312	192.917	312	15.314	191	309	4	6	6.220	2.456	115.612	0.643	2.532	0.395	0.686
555	9	255	255	255	316.389	311.278	316.389	311.278	11.071	314	310	4	3	4.200	2.729	150.482	0.923	1.539	0.650	0.900
556	71	255	255	255	95.049	316.894	95.049	316.894	31.799	91	311	9	11	10.230	8.837	61.758	0.882	1.158	0.864	0.893
557	90	255	255	255	166.578	316.189	166.578	316.189	38.627	160	311	12	11	12.031	9.524	142.391	0.758	1.263	0.792	0.861
558	1	255	255	255	271.500	311.500	271.500	311.500	2.828	271	311	1	1	1.128	1.128	0	1	1	1.000	1
559	41	255	255	255	110.939	315.524	110.939	315.524	23.556	107	312	8	7	8.448	6.179	15.647	0.928	1.367	0.731	0.863
560	7	255	255	255	358.500	313.500	358.500	313.500	8.485	357	312	3	3	3.772	2.363	135.000	1	1.596	0.626	0.875
561	1	255	255	255	399.500	312.500	399.500	312.500	2.828	399	312	1	1	1.128	1.128	0	1	1	1.000	1
562	45	255	255	255	126.656	317.922	126.656	317.922	25.799	122	314	9	8	9.823	5.833	43.909	0.850	1.684	0.594	0.857
563	5	255	255	255	25.700	315.900	25.700	315.900	7.657	24	315	3	2	3.144	2.025	161.565	1	1.553	0.644	0.909
564	2	255	255	255	29	315.500	29	315.500	4.243	28	315	2	1	2.257	1.128	0	1	2	0.500	1
565	8	255	255	255	227.375	316.625	227.375	316.625	9.071	226	315	3	3	3.538	2.879	135.000	1	1.229	0.814	0.941
566	1	255	255	255	279.500	315.500	279.500	315.500	2.828	279	315	1	1	1.128	1.128	0	1	1	1.000	1
567	2	255	255	255	305.500	316	305.500	316	4.828	305	315	1	2	2.257	1.128	90	1	2	0.500	1
568	3	255	255	255	397.833	315.833	397.833	315.833	5.657	397	315	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
569	8	255	255	255	285.375	317.625	285.375	317.625	9.071	284	316	3	3	3.538	2.879	135.000	1	1.229	0.814	0.941
570	5	255	255	255	336.300	318.500	336.300	318.500	8.485	335	317	3	3	3.086	2.063	34.099	0.873	1.496	0.668	0.714
571	5	255	255	255	144.100	318.900	144.100	318.900	9.071	142	318	4	2	4.076	1.562	159.006	0.764	2.610	0.383	0.769
572	4	255	255	255	316	319	316	319	5.657	315	318	2	2	2.257	2.257	0	1	1	1.000	1
573	1	255	255	255	17.500	319.500	17.500	319.500	2.828	17	319	1	1	1.128	1.128	0	1	1	1.000	1
574	1	255	255	255	236.500	319.500	236.500	319.500	2.828	236	319	1	1	1.128	1.128	0	1	1	1.000	1
575	2	255	255	255	248.500	320	248.500	320	4.828	248	319	1	2	2.257	1.128	90	1	2	0.500	1
576	68	255	255	255	31.603	324.691	31.603	324.691	30.385	27	320	9	10	10.630	8.145	132.695	0.926	1.305	0.766	0.913
577	4	255	255	255	55	321	55	321	5.657	54	320	2	2	2.257	2.257	0	1	1	1.000	1
578	2	255	255	255	131	320.500	131	320.500	4.243	130	320	2	1	2.257	1.128	0	1	2	0.500	1
579	29	255	255	255	382.603	322.741	382.603	322.741	19.556	379	320	7	6	6.701	5.510	3.589	0.953	1.216	0.822	0.853
580	13	255	255	255	317.885	324.269	317.885	324.269	12.485	316	322	4	4	4.253	3.892	120.964	1	1.093	0.915	0.897
581	4	255	255	255	352	323	352	323	5.657	351	322	2	2	2.257	2.257	0	1	1	1.000	1
582	57	255	255	255	201.360	328.974	201.360	328.974	35.698	195	324	12	10	12.354	5.874	42.498	0.562	2.103	0.475	0.755
583	46	255	255	255	41.935	328.457	41.935	328.457	27.799	37	325	10	7	9.571	6.120	23.809	0.748	1.564	0.639	0.821
584	65	255	255	255	63.931	329.792	63.931	329.792	31.799	58	325	11	9	10.189	8.123	24.640	0.808	1.254	0.797	0.823
585	20	255	255	255	145.900	328.550	145.900	328.550	18.142	143	325	5	7	7.485	3.402	117.618	0.764	2.200	0.455	0.800
586	8	255	255	255	253.625	326.375	253.625	326.375	9.071	252	325	3	3	3.538	2.879	135.000	1	1.229	0.814	0.941
587	51	255	255	255	261.520	333.853	261.520	333.853	35.698	257	327	9	13	13.576	4.783	115.640	0.503	2.839	0.352	0.703
588	15	255	255	255	322.100	328.900	322.100	328.900	13.071	320	327	4	4	4.659	4.099	135.000	1	1.137	0.880	0.968
589	3	255	255	255	272.167	328.833	272.167	328.833	5.657	271	328	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
590	80	255	255	255	394.412	336.062	394.412	336.062	38.870	391	328	9	15	14.756	6.903	106.295	0.665	2.138	0.468	0.812
591	27	255	255	255	158.241	333.278	158.241	333.278	21.314	156	329	4	9	8.924	3.852	86.816	0.747	2.317	0.432	0.871
592	32	255	255	255	179.062	332.844	179.062	332.844	20.142	176	329	6	7	6.760	6.027	108.574	0.991	1.122	0.892	0.889
593	94	255	255	255	21.351	334.319	21.351	334.319	40.870	14	330	14	9	13.658	8.763	1.781	0.707	1.559	0.642	0.855
594	8	255	255	255	247.500	332	247.500	332	10.485	246	330	3	4	3.489	2.919	90.000	0.914	1.195	0.837	0.800
595	59	255	255	255	187.415	338.432	187.415	338.432	32.042	183	332	9	11	10.143	7.406	86.752	0.722	1.370	0.730	0.803
596	15	255	255	255	278.567	335.167	278.567	335.167	14.485	277	332	3	6	5.975	3.197	95.414	0.898	1.869	0.535	0.909
597	3	255	255	255	316.833	334.167	316.833	334.167	5.657	316	333	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
598	9	255	255	255	302.611	335.833	302.611	335.833	10.485	301	334	3	4	3.919	2.924	69.699	1	1.340	0.746	0.857
599	7	255	255	255	82.214	336.500	82.214	336.500	8.485	81	335	3	3	3.086	2.888	90.000	1	1.069	0.936	0.875
600	3	255	255	255	320.833	335.833	320.833	335.833	5.657	320	335	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
601	1	255	255	255	53.500	336.500	53.500	336.500	2.828	53	336	1	1	1.128	1.128	0	1	1	1.000	1
602	2	255	255	255	61	336.500	61	336.500	4.243	60	336	2	1	2.257	1.128	0	1	2	0.500	1
603	7	255	255	255	65.500	338.214	65.500	338.214	9.071	64	337	3	3	3.086	2.888	0	1	1.069	0.936	0.875
604	7	255	255	255	164.500	338.214	164.500	338.214	9.071	163	337	3	3	3.086	2.888	0	1	1.069	0.936	0.875
605	6	255	255	255	197.500	339	197.500	339	7.657	196	338	3	2	3.385	2.257	0	1	1.500	0.667	1
606	6	255	255	255	244	339.500	244	339.500	7.657	243	338	2	3	3.385	2.257	90.000	1	1.500	0.667	1
607	16	255	255	255	101.875	341.750	101.875	341.750	13.899	100	339	4	5	4.841	4.208	75.128	1	1.150	0.869	0.889
608	5	255	255	255	247.900	340.300	247.900	340.300	7.657	247	339	2	3	3.144	2.025	71.565	1	1.553	0.644	0.909
609	1	255	255	255	322.500	339.500	322.500	339.500	2.828	322	339	1	1	1.128	1.128	0	1	1	1.000	1
610	8	255	255	255	357.500	341	357.500	341	10.485	356	339	3	4	3.489	2.919	90.000	0.914	1.195	0.837	0.800
611	4	255	255	255	20	341	20	341	5.657	19	340	2	2	2.257	2.257	0	1	1	1.000	1
612	2	255	255	255	149.500	341	149.500	341	4.828	149	340	1	2	2.257	1.128	90	1	2	0.500	1
613	15	255	255	255	284.900	341.900	284.900	341.900	13.071	283	340	4	4	4.659	4.099	45.001	1	1.137	0.880	0.968
614	33	255	255	255	11.924	344.258	11.924	344.258	24.728	9	341	6	8	8.050	5.219	94.860	0.678	1.542	0.648	0.795
615	21	255	255	255	120.119	342.929	120.119	342.929	20.142	117	341	7	4	7.170	3.729	172.372	0.650	1.922	0.520	0.808
616	6	255	255	255	0.833	344	0.833	344	9.657	0	342	2	4	3.718	2.055	90.000	0.809	1.809	0.553	0.857
617	59	255	255	255	81.636	346.653	81.636	346.653	29.213	76	342	11	8	10.546	7.123	9.067	0.869	1.481	0.675	0.837
618	2	255	255	255	201	342.500	201	342.500	4.243	200	342	2	1	2.257	1.128	0	1	2	0.500	1
619	12	255	255	255	349	343.500	349	343.500	11.657	347	342	4	3	4.514	3.385	0	1	1.333	0.750	1
620	16	255	255	255	91.625	345.062	91.625	345.062	14.728	89	343	6	4	5.476	3.720	0.402	0.927	1.472	0.679	0.821
621	3	255	255	255	66.167	345.167	66.167	345.167	5.657	65	344	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
622	2	255	255	255	255	344.500	255	344.500	4.243	254	344	2	1	2.257	1.128	0	1	2	0.500	1
623	127	255	255	255	268.846	353.634	268.846	353.634	67.012	262	344	12	20	18.522	8.730	101.621	0.355	2.122	0.471	0.679
624	13	255	255	255	299.038	346.115	299.038	346.115	12.485	297	344	4	4	4.899	3.378	39.265	1	1.450	0.690	0.897
625	45	255	255	255	393.367	347.944	393.367	347.944	22.971	390	344	7	8	8.120	7.056	114.875	1	1.151	0.869	0.918
626	9	255	255	255	59.500	346.500	59.500	346.500	9.657	58	345	3	3	3.385	3.385	0	1	1	1	1
627	12	255	255	255	377.167	346.833	377.167	346.833	11.899	375	345	4	4	5.023	3.042	135.000	1	1.651	0.606	0.889
628	15	255	255	255	180.433	348.967	180.433	348.967	15.314	177	347	6	4	5.500	3.472	175.657	0.804	1.584	0.631	0.789
629	55	255	255	255	370.718	354.609	370.718	354.609	35.213	367	347	8	13	11.953	5.859	75.046	0.557	2.040	0.490	0.738
630	4	255	255	255	189.500	348.750	189.500	348.750	7.071	188	348	3	2	2.734	1.863	0	1	1.468	0.681	0.800
631	37	255	255	255	220.068	351.662	220.068	351.662	21.899	217	348	6	7	7.721	6.102	72.483	0.969	1.265	0.790	0.937
632	25	255	255	255	294.980	351.060	294.980	351.060	18.142	292	348	6	6	6.122	5.200	77.476	0.954	1.177	0.849	0.847
633	7	255	255	255	328.643	349.929	328.643	349.929	10.485	327	348	3	4	3.516	2.535	100.901	0.800	1.387	0.721	0.737
634	2	255	255	255	248.500	350	248.500	350	4.828	248	349	1	2	2.257	1.128	90	1	2	0.500	1
635	109	255	255	255	142.583	356.858	142.583	356.858	50.184	134	350	16	13	13.781	10.070	30.876	0.544	1.368	0.731	0.770
636	1	255	255	255	168.500	350.500	168.500	350.500	2.828	168	350	1	1	1.128	1.128	0	1	1	1.000	1
637	1	255	255	255	17.500	351.500	17.500	351.500	2.828	17	351	1	1	1.128	1.128	0	1	1	1.000	1
638	4	255	255	255	90	352.500	90	352.500	7.657	89	351	2	3	3.216	1.583	58.283	0.857	2.031	0.492	0.800
639	1	255	255	255	92.500	351.500	92.500	351.500	2.828	92	351	1	1	1.128	1.128	0	1	1	1.000	1
640	1	255	255	255	278.500	351.500	278.500	351.500	2.828	278	351	1	1	1.128	1.128	0	1	1	1.000	1
641	15	255	255	255	288.367	353.033	288.367	353.033	13.314	286	351	5	4	4.640	4.116	165.964	1	1.127	0.887	0.857
642	5	255	255	255	128.500	353.500	128.500	353.500	8.485	127	352	3	3	3.732	1.706	148.283	0.873	2.188	0.457	0.714
643	30	255	255	255	8.833	357.367	8.833	357.367	21.556	6	354	6	7	7.311	5.224	121.006	0.811	1.399	0.715	0.845
644	1	255	255	255	33.500	354.500	33.500	354.500	2.828	33	354	1	1	1.128	1.128	0	1	1	1.000	1
645	12	255	255	255	52.083	355.750	52.083	355.750	11.899	50	354	4	4	4.424	3.453	32.067	1	1.281	0.780	0.857
646	14	255	255	255	315.857	355.786	315.857	355.786	13.071	314	354	4	4	4.699	3.794	35.515	1	1.239	0.807	0.933
647	2	255	255	255	354	354.500	354	354.500	4.243	353	354	2	1	2.257	1.128	0	1	2	0.500	1
648	47	255	255	255	396.649	359.160	396.649	359.160	28.385	393	354	7	10	10.330	5.793	75.519	0.733	1.783	0.561	0.817
649	33	255	255	255	207.561	359.288	207.561	359.288	26.385	203	355	9	8	9.790	4.292	29.606	0.596	2.281	0.438	0.702
650	9	255	255	255	307.722	357.611	307.722	357.611	13.314	306	355	4	5	5.719	2.004	127.372	0.638	2.854	0.350	0.692
651	22	255	255	255	332.591	357.591	332.591	357.591	15.899	330	355	5	5	5.554	5.043	134.999	1	1.101	0.908	0.936
652	14	255	255	255	42.786	358.643	42.786	358.643	13.899	40	357	5	4	4.833	3.688	3.563	0.911	1.310	0.763	0.848
653	15	255	255	255	254.100	358.900	254.100	358.900	13.071	252	357	4	4	4.659	4.099	135.000	1	1.137	0.880	0.968
654	1	255	255	255	379.500	357.500	379.500	357.500	2.828	379	357	1	1	1.128	1.128	0	1	1	1.000	1
655	5	255	255	255	226.100	359.300	226.100	359.300	7.657	225	358	2	3	3.144	2.025	108.435	1	1.553	0.644	0.909
656	19	255	255	255	298.500	361.500	298.500	361.500	15.314	296	359	5	5	6.374	3.796	135.000	1	1.679	0.596	0.905
657	4	255	255	255	0.500	362	0.500	362	8.828	0	360	1	4	4.514	1.128	90	0.645	4	0.250	1
658	13	255	255	255	34.038	361.654	34.038	361.654	12.485	32	360	4	4	4.359	3.797	166.224	1	1.148	0.871	0.897
659	46	255	255	255	173.043	362.652	173.043	362.652	27.799	168	360	10	6	10.450	5.605	177.858	0.748	1.864	0.536	0.836
660	7	255	255	255	220.786	361.500	220.786	361.500	9.071	219	360	3	3	3.086	2.888	90.000	1	1.069	0.936	0.875
661	5	255	255	255	318.700	361.900	318.700	361.900	7.657	317	361	3	2	3.144	2.025	161.565	1	1.553	0.644	0.909
662	69	255	255	255	356.732	366.949	356.732	366.949	38.870	352	361	10	12	11.748	7.478	72.653	0.574	1.571	0.637	0.746
663	3	255	255	255	122.833	363.167	122.833	363.167	5.657	122	362	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
664	26	255	255	255	335.538	364.692	335.538	364.692	20.142	331	362	8	5	6.816	4.857	0.269	0.805	1.403	0.713	0.825
665	16	255	255	255	28.562	365.688	28.562	365.688	14.728	26	363	5	5	5.198	3.919	69.301	0.927	1.326	0.754	0.800
666	15	255	255	255	113.567	364.367	113.567	364.367	14.485	111	363	6	3	6.053	3.155	10.559	0.898	1.919	0.521	0.938
667	18	255	255	255	263.500	365.167	263.500	365.167	14.485	261	363	5	4	5.349	4.285	0	1	1.248	0.801	0.947
668	10	255	255	255	305	364.300	305	364.300	10.485	303	363	4	3	4.111	3.097	2.596E-14	1	1.327	0.753	0.909
669	2	255	255	255	39	364.500	39	364.500	4.243	38	364	2	1	2.257	1.128	0	1	2	0.500	1
670	11	255	255	255	225.227	366.136	225.227	366.136	11.899	223	364	4	4	4.216	3.322	156.801	0.976	1.269	0.788	0.815
671	2	255	255	255	238	364.500	238	364.500	4.243	237	364	2	1	2.257	1.128	0	1	2	0.500	1
672	1	255	255	255	309.500	364.500	309.500	364.500	2.828	309	364	1	1	1.128	1.128	0	1	1	1.000	1
673	3	255	255	255	194.167	365.833	194.167	365.833	5.657	193	365	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
674	4	255	255	255	242	366	242	366	5.657	241	365	2	2	2.257	2.257	0	1	1	1.000	1
675	1	255	255	255	394.500	365.500	394.500	365.500	2.828	394	365	1	1	1.128	1.128	0	1	1	1.000	1
676	1	255	255	255	14.500	366.500	14.500	366.500	2.828	14	366	1	1	1.128	1.128	0	1	1	1.000	1
